#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -17.7901  -17.1036  -17.1035  -17.0920  -17.0828  -17.0828  -16.6711  -15.8102  -15.8101  -15.7506  -15.6855  -15.6855  -15.4975  -15.3515  -15.2796  -15.2795  -15.1139  -15.1139  -14.6833  -14.4679  -14.4550  -14.4549  -14.3726  -14.0792  -14.0792   -8.6388   -8.6260   -8.6260   -8.5250   -8.5250   -8.4641   -8.2883   -8.2614   -8.2614   -8.0593   -8.0593   -7.4362   -6.7228   -6.7228   -6.6942   -6.5729   -6.5728   -6.5407   -6.2685   -6.1139   -6.1139   -5.8934   -5.8933   -5.3843   -5.3402   -5.1459   -4.9547   -4.9547   -4.6977   -4.6976   -4.5347   -4.4065   -4.4065   -4.4042   -4.3846   -4.3846   -4.3701   -4.3700   -4.2802   -4.2520   -4.1887   -4.1887   -4.1449   -4.1449   -4.0604   -3.9164   -3.3631   -3.3631   -2.9164   -2.7943   -2.7943   -2.6722   -2.5812   -2.5811   -2.5444   -2.5148   -2.5147   -2.2638   -2.0069   -1.8905   -1.8905   -1.8850   -1.8499   -1.8498   -1.7879   -1.7878   -1.2010   -0.6082   -0.6082   -0.6038   -0.4464   -0.4464   -0.3160    0.1029    0.1031    4.5951    4.5952    4.6237    4.6246    4.6603    4.6603    5.1065    5.5428    5.5975    5.5977    5.6188    5.7479    5.7483    5.8184    5.8366    5.8366    5.8971    5.8972    5.9134    6.1341
  0.0152  -17.7896  -17.1295  -17.1143  -17.0873  -17.0711  -17.0617  -16.6693  -15.8324  -15.8151  -15.7340  -15.6860  -15.6794  -15.4925  -15.3637  -15.2819  -15.2706  -15.1119  -15.1112  -14.6823  -14.4697  -14.4571  -14.4552  -14.3713  -14.0798  -14.0790   -8.6458   -8.6275   -8.6196   -8.5294   -8.5220   -8.4611   -8.3174   -8.2660   -8.2362   -8.0526   -8.0487   -7.4345   -6.7582   -6.7380   -6.6833   -6.5853   -6.5526   -6.5165   -6.2847   -6.1185   -6.1025   -5.8882   -5.8865   -5.3837   -5.3396   -5.1525   -4.9549   -4.9498   -4.7086   -4.6938   -4.5346   -4.4451   -4.4192   -4.3902   -4.3897   -4.3879   -4.3560   -4.3485   -4.2998   -4.2537   -4.1904   -4.1785   -4.1384   -4.1202   -4.0599   -3.9135   -3.3642   -3.3637   -2.9179   -2.7989   -2.7955   -2.6669   -2.6279   -2.5993   -2.5274   -2.5043   -2.4839   -2.2566   -2.0070   -1.9162   -1.8910   -1.8907   -1.8641   -1.8439   -1.7731   -1.7640   -1.1994   -0.6161   -0.6107   -0.6014   -0.4468   -0.4442   -0.3156    0.1022    0.1029    4.5955    4.5969    4.6242    4.6255    4.6614    4.6621    5.1041    5.5436    5.5482    5.5859    5.6476    5.7614    5.7733    5.7782    5.8235    5.8577    5.9069    5.9120    5.9178    6.1431
  0.0304  -17.7881  -17.1611  -17.1305  -17.0886  -17.0520  -17.0293  -16.6642  -15.8720  -15.8292  -15.7160  -15.6872  -15.6564  -15.4787  -15.3901  -15.2886  -15.2537  -15.1056  -15.1035  -14.6794  -14.4747  -14.4629  -14.4565  -14.3678  -14.0815  -14.0784   -8.6575   -8.6323   -8.6092   -8.5400   -8.5138   -8.4579   -8.3510   -8.2779   -8.2098   -8.0341   -8.0183   -7.4293   -6.8165   -6.7752   -6.6836   -6.6018   -6.5074   -6.4729   -6.3219   -6.1306   -6.0789   -5.8741   -5.8660   -5.3816   -5.3376   -5.1703   -4.9564   -4.9367   -4.7359   -4.6829   -4.5443   -4.4875   -4.4402   -4.4076   -4.4053   -4.3887   -4.3310   -4.3111   -4.3070   -4.2588   -4.1936   -4.1757   -4.1225   -4.0580   -4.0579   -3.9048   -3.3676   -3.3655   -2.9230   -2.8103   -2.7991   -2.6908   -2.6533   -2.6372   -2.5238   -2.4881   -2.4215   -2.2367   -2.0075   -1.9689   -1.8924   -1.8913   -1.8909   -1.8418   -1.7443   -1.7173   -1.1946   -0.6305   -0.6181   -0.6031   -0.4482   -0.4381   -0.3143    0.0998    0.1028    4.5969    4.6016    4.6266    4.6282    4.6648    4.6673    5.0967    5.4829    5.5461    5.5565    5.6641    5.7263    5.7946    5.7990    5.8310    5.8531    5.9172    5.9417    5.9512    6.1684
  0.0456  -17.7856  -17.1924  -17.1465  -17.0911  -17.0312  -16.9961  -16.6557  -15.9147  -15.8506  -15.7081  -15.6888  -15.6195  -15.4601  -15.4202  -15.2984  -15.2381  -15.0946  -15.0918  -14.6749  -14.4826  -14.4716  -14.4592  -14.3630  -14.0843  -14.0774   -8.6703   -8.6408   -8.5969   -8.5548   -8.5027   -8.4649   -8.3671   -8.2930   -8.1909   -8.0074   -7.9725   -7.4208   -6.8808   -6.8226   -6.6945   -6.6200   -6.4603   -6.4241   -6.3615   -6.1469   -6.0553   -5.8546   -5.8330   -5.3778   -5.3342   -5.1952   -4.9624   -4.9187   -4.7697   -4.6670   -4.5775   -4.5299   -4.4617   -4.4258   -4.4250   -4.3931   -4.3030   -4.2963   -4.2668   -4.2631   -4.1966   -4.1770   -4.1037   -4.0526   -3.9859   -3.8907   -3.3731   -3.3679   -2.9329   -2.8234   -2.8049   -2.7544   -2.6825   -2.6350   -2.5209   -2.4757   -2.3557   -2.2082   -2.0248   -2.0094   -1.9210   -1.8948   -1.8904   -1.8415   -1.7119   -1.6667   -1.1869   -0.6489   -0.6299   -0.6106   -0.4509   -0.4289   -0.3122    0.0957    0.1026    4.5990    4.6068    4.6328    4.6328    4.6706    4.6759    5.0842    5.4176    5.5199    5.5502    5.6732    5.6737    5.7732    5.8293    5.8366    5.9008    5.9232    5.9762    5.9973    6.2067
  0.0608  -17.7822  -17.2233  -17.1618  -17.0945  -17.0092  -16.9626  -16.6440  -15.9583  -15.8771  -15.7036  -15.6906  -15.5775  -15.4635  -15.4266  -15.3102  -15.2261  -15.0789  -15.0772  -14.6691  -14.4928  -14.4822  -14.4635  -14.3577  -14.0882  -14.0761   -8.6832   -8.6537   -8.5824   -8.5752   -8.4915   -8.4805   -8.3628   -8.3070   -8.1760   -7.9753   -7.9174   -7.4092   -6.9477   -6.8736   -6.7122   -6.6418   -6.4541   -6.3746   -6.3617   -6.1640   -6.0348   -5.8329   -5.7901   -5.3718   -5.3296   -5.2237   -4.9785   -4.8984   -4.8028   -4.6497   -4.6265   -4.5718   -4.4823   -4.4468   -4.4345   -4.3991   -4.2775   -4.2731   -4.2693   -4.2188   -4.1994   -4.1775   -4.0886   -4.0403   -3.9130   -3.8714   -3.3806   -3.3703   -2.9491   -2.8344   -2.8177   -2.8128   -2.7314   -2.6146   -2.5172   -2.4674   -2.2890   -2.1796   -2.0769   -2.0141   -1.9511   -1.8982   -1.8880   -1.8406   -1.6781   -1.6163   -1.1765   -0.6704   -0.6458   -0.6234   -0.4553   -0.4177   -0.3092    0.0902    0.1023    4.6019    4.6103    4.6391    4.6446    4.6793    4.6878    5.0665    5.3562    5.4811    5.5559    5.6199    5.6819    5.7481    5.8170    5.8726    5.9302    5.9749    6.0135    6.0441    6.2547
  0.0760  -17.7778  -17.2535  -17.1762  -17.0985  -16.9862  -16.9291  -16.6293  -16.0021  -15.9072  -15.6998  -15.6930  -15.5344  -15.4964  -15.4031  -15.3228  -15.2171  -15.0608  -15.0593  -14.6626  -14.5054  -14.4938  -14.4695  -14.3525  -14.0929  -14.0745   -8.6956   -8.6718   -8.6018   -8.5657   -8.4923   -8.4829   -8.3484   -8.3161   -8.1620   -7.9396   -7.8579   -7.3949   -7.0158   -6.9250   -6.7354   -6.6674   -6.4967   -6.3284   -6.3148   -6.1778   -6.0163   -5.8112   -5.7410   -5.3637   -5.3237   -5.2534   -5.0094   -4.8773   -4.8328   -4.6744   -4.6370   -4.6129   -4.5017   -4.4619   -4.4407   -4.4063   -4.2905   -4.2446   -4.2418   -4.2020   -4.1745   -4.1694   -4.0806   -4.0191   -3.8472   -3.8434   -3.3900   -3.3714   -2.9722   -2.8805   -2.8415   -2.8225   -2.7822   -2.5933   -2.5125   -2.4626   -2.2220   -2.1797   -2.0991   -2.0228   -1.9807   -1.9024   -1.8827   -1.8373   -1.6435   -1.5673   -1.1639   -0.6943   -0.6652   -0.6411   -0.4616   -0.4057   -0.3053    0.0833    0.1019    4.6056    4.6120    4.6472    4.6603    4.6924    4.7028    5.0432    5.3004    5.4414    5.5632    5.5671    5.6896    5.7243    5.7966    5.9185    5.9386    6.0529    6.0908    6.2038    6.3160
  0.0911  -17.7725  -17.2831  -17.1896  -17.1030  -16.9622  -16.8955  -16.6118  -16.0457  -15.9394  -15.6967  -15.6960  -15.5311  -15.4921  -15.3778  -15.3346  -15.2093  -15.0430  -15.0372  -14.6562  -14.5202  -14.5057  -14.4770  -14.3479  -14.0983  -14.0727   -8.7072   -8.6964   -8.6298   -8.5475   -8.4969   -8.4789   -8.3300   -8.3172   -8.1469   -7.9014   -7.7971   -7.3788   -7.0846   -6.9745   -6.7635   -6.6966   -6.5479   -6.2931   -6.2609   -6.1807   -5.9982   -5.7911   -5.6889   -5.3545   -5.3164   -5.2822   -5.0547   -4.8650   -4.8566   -4.7084   -4.6532   -4.6358   -4.5199   -4.4646   -4.4459   -4.4143   -4.3051   -4.2359   -4.2091   -4.2044   -4.1425   -4.1304   -4.0767   -3.9928   -3.8185   -3.7803   -3.4011   -3.3690   -3.0012   -2.9427   -2.8451   -2.8339   -2.8335   -2.5718   -2.5069   -2.4609   -2.2245   -2.1551   -2.0780   -2.0363   -2.0095   -1.9074   -1.8740   -1.8295   -1.6083   -1.5203   -1.1496   -0.7205   -0.6877   -0.6631   -0.4697   -0.3933   -0.3008    0.0751    0.1015    4.6099    4.6129    4.6571    4.6760    4.7127    4.7204    5.0144    5.2518    5.4016    5.5150    5.5722    5.6968    5.7020    5.7765    5.9486    5.9890    6.0944    6.1375    6.3189    6.3711
  0.1063  -17.7662  -17.3120  -17.2021  -17.1078  -16.9372  -16.8620  -16.5917  -16.0890  -15.9728  -15.7031  -15.6919  -15.5642  -15.4532  -15.3549  -15.3430  -15.2000  -15.0245  -15.0137  -14.6511  -14.5372  -14.5168  -14.4859  -14.3441  -14.1042  -14.0707   -8.7279   -8.7178   -8.6538   -8.5309   -8.4969   -8.4774   -8.3099   -8.3091   -8.1297   -7.8613   -7.7373   -7.3625   -7.1536   -7.0191   -6.7959   -6.7283   -6.6001   -6.2801   -6.2082   -6.1612   -5.9786   -5.7732   -5.6371   -5.3470   -5.3080   -5.3078   -5.1082   -4.9039   -4.8384   -4.7251   -4.6926   -4.6467   -4.5368   -4.4547   -4.4500   -4.4226   -4.3200   -4.2401   -4.2065   -4.1751   -4.1018   -4.0866   -4.0737   -3.9646   -3.7858   -3.7273   -3.4136   -3.3605   -3.0348   -3.0040   -2.8859   -2.8463   -2.8454   -2.5505   -2.5002   -2.4636   -2.2778   -2.0911   -2.0547   -2.0515   -2.0346   -1.9132   -1.8622   -1.8143   -1.5728   -1.4755   -1.1342   -0.7485   -0.7130   -0.6890   -0.4795   -0.3810   -0.2957    0.0660    0.1011    4.6137    4.6148    4.6688    4.6902    4.7403    4.7409    4.9805    5.2112    5.3622    5.4639    5.5828    5.6812    5.7020    5.7574    5.9602    6.0051    6.1377    6.1846    6.3291    6.4128
  0.1215  -17.7589  -17.3402  -17.2136  -17.1127  -16.9113  -16.8288  -16.5692  -16.1319  -16.0070  -15.7144  -15.6874  -15.5929  -15.4249  -15.3407  -15.3367  -15.1868  -15.0055  -14.9898  -14.6485  -14.5564  -14.5261  -14.4961  -14.3413  -14.1103  -14.0686   -8.7636   -8.7272   -8.6732   -8.5247   -8.4945   -8.4680   -8.2934   -8.2886   -8.1103   -7.8200   -7.6807   -7.3495   -7.2225   -7.0546   -6.8318   -6.7616   -6.6515   -6.2859   -6.1592   -6.1231   -5.9561   -5.7578   -5.5893   -5.3490   -5.3273   -5.2980   -5.1595   -4.9461   -4.8265   -4.7309   -4.7302   -4.6618   -4.5524   -4.4526   -4.4415   -4.4310   -4.3318   -4.2494   -4.2079   -4.1398   -4.0697   -4.0559   -4.0433   -3.9358   -3.7495   -3.6879   -3.4274   -3.3430   -3.0721   -3.0646   -2.9376   -2.8573   -2.8458   -2.5296   -2.4926   -2.4740   -2.3264   -2.0778   -2.0743   -2.0312   -2.0117   -1.9196   -1.8479   -1.7896   -1.5370   -1.4330   -1.1184   -0.7785   -0.7409   -0.7184   -0.4906   -0.3692   -0.2905    0.0560    0.1006    4.6144    4.6202    4.6822    4.7037    4.7616    4.7757    4.9432    5.1783    5.3235    5.4140    5.5950    5.6621    5.7046    5.7394    5.9736    6.1114    6.1830    6.2325    6.2842    6.4559
  0.1367  -17.7508  -17.3675  -17.2242  -17.1176  -16.8846  -16.7957  -16.5448  -16.1744  -16.0412  -15.7333  -15.6825  -15.6145  -15.4167  -15.3246  -15.3183  -15.1682  -14.9863  -14.9661  -14.6501  -14.5777  -14.5322  -14.5072  -14.3397  -14.1165  -14.0664   -8.8004   -8.7353   -8.6894   -8.5324   -8.4912   -8.4451   -8.2726   -8.2661   -8.0886   -7.7778   -7.6293   -7.3450   -7.2908   -7.0752   -6.8707   -6.7948   -6.7015   -6.2990   -6.1157   -6.0781   -5.9295   -5.7449   -5.5512   -5.3736   -5.3348   -5.2869   -5.1950   -4.9851   -4.8269   -4.7682   -4.7309   -4.6704   -4.5667   -4.4537   -4.4393   -4.4376   -4.3347   -4.2600   -4.2083   -4.1032   -4.0630   -4.0085   -4.0004   -3.9072   -3.7100   -3.6642   -3.4423   -3.3156   -3.1244   -3.1122   -2.9888   -2.8680   -2.8444   -2.5094   -2.4986   -2.4840   -2.3622   -2.1051   -2.0986   -2.0192   -1.9469   -1.9266   -1.8319   -1.7552   -1.5009   -1.3927   -1.1030   -0.8104   -0.7710   -0.7507   -0.5026   -0.3581   -0.2852    0.0454    0.1001    4.6151    4.6259    4.6974    4.7177    4.7828    4.8156    4.9051    5.1525    5.2855    5.3654    5.6088    5.6447    5.7023    5.7228    5.9886    6.0852    6.1681    6.2297    6.2372    6.2811
  0.1519  -17.7417  -17.3940  -17.2337  -17.1224  -16.8569  -16.7631  -16.5186  -16.2164  -16.0751  -15.7603  -15.6772  -15.6281  -15.4223  -15.3182  -15.2819  -15.1443  -14.9673  -14.9430  -14.6569  -14.6011  -14.5345  -14.5192  -14.3394  -14.1224  -14.0642   -8.8360   -8.7421   -8.7034   -8.5465   -8.4878   -8.4145   -8.2486   -8.2420   -8.0652   -7.7354   -7.5853   -7.3581   -7.3528   -7.0767   -6.9118   -6.8256   -6.7497   -6.3141   -6.0784   -6.0316   -5.8984   -5.7347   -5.5293   -5.4257   -5.3239   -5.2746   -5.2117   -5.0152   -4.8435   -4.8043   -4.7314   -4.6659   -4.5796   -4.4540   -4.4490   -4.4473   -4.3277   -4.2694   -4.2077   -4.0653   -4.0513   -3.9615   -3.9579   -3.8791   -3.6680   -3.6545   -3.4582   -3.2812   -3.1833   -3.1548   -3.0390   -2.8755   -2.8425   -2.5403   -2.4900   -2.4745   -2.3813   -2.1364   -2.1247   -2.0141   -1.9340   -1.8798   -1.8151   -1.7130   -1.4647   -1.3549   -1.0889   -0.8446   -0.8030   -0.7851   -0.5150   -0.3478   -0.2800    0.0346    0.0995    4.6159    4.6318    4.7142    4.7324    4.8003    4.8600    4.8711    5.1333    5.2487    5.3181    5.6239    5.6289    5.6962    5.7077    6.0055    6.1256    6.1891    6.1963    6.2783    6.3284
  0.1671  -17.7318  -17.4195  -17.2423  -17.1269  -16.8284  -16.7308  -16.4913  -16.2578  -16.1082  -15.7935  -15.6717  -15.6355  -15.4327  -15.3160  -15.2404  -15.1164  -14.9485  -14.9210  -14.6687  -14.6264  -14.5333  -14.5316  -14.3402  -14.1279  -14.0621   -8.8694   -8.7476   -8.7157   -8.5625   -8.4849   -8.3796   -8.2231   -8.2163   -8.0407   -7.6937   -7.5523   -7.4232   -7.3696   -7.0632   -6.9542   -6.8498   -6.7961   -6.3291   -6.0474   -5.9859   -5.8640   -5.7280   -5.5239   -5.4927   -5.2937   -5.2611   -5.2250   -5.0304   -4.8724   -4.8391   -4.7332   -4.6512   -4.5912   -4.4710   -4.4556   -4.4547   -4.3185   -4.2753   -4.2066   -4.0322   -4.0261   -3.9160   -3.9159   -3.8515   -3.6553   -3.6241   -3.4748   -3.2453   -3.2412   -3.1994   -3.0877   -2.8773   -2.8402   -2.5933   -2.4716   -2.4640   -2.3892   -2.1712   -2.1503   -2.0138   -1.9417   -1.8124   -1.7979   -1.6654   -1.4285   -1.3194   -1.0771   -0.8816   -0.8366   -0.8210   -0.5273   -0.3385   -0.2752    0.0237    0.0990    4.6167    4.6375    4.7327    4.7481    4.8002    4.8554    4.9082    5.1206    5.2132    5.2723    5.6148    5.6397    5.6877    5.6941    6.0240    6.1471    6.2713    6.3506    6.3859    6.4136
